Yr Mo Dy RPT ROS KIL DUB CLA MGR MAL
45 11 15 4.4 11.0 10.0 9.4 12.6 16.8 4.4
45 11 16 10.2 9.2 14.2 1.6 14.8 16.8 10.0
45 11 17 2.0 12.8 7.2 7.2 20.0 8.2 7.0
45 11 18 1.0 0.8 14.0 17.2 3.2 8.6 9.8
45 11 19 19.6 8.8 8.2 16.6 16.6 6.4 8.6
45 11 20 1.4 0.8 17.0 6.0 9.4 14.4 2.2
45 11 21 1.2 7.6 14.8 6.0 8.2 14.8 14.4
45 11 22 9.6 5.2 10.2 9.4 6.4 15.4 12.2
45 11 23 17.6 0.2 16.8 0.0 14.4 10.8 7.4
45 11 24 0.8 12.6 3.0 11.6 17.2 19.0 4.6
45 11 25 16.2 7.6 10.6 13.0 20.0 2.4 3.8
45 11 26 13.0 11.6 12.8 16.6 18.2 4.4 10.6
45 11 27 0.2 3.4 12.6 2.6 3.4 3.4 1.2
45 11 28 14.4 6.8 9.0 13.2 11.2 10.0 15.4
45 11 29 1.0 7.4 6.6 14.0 11.6 20.0 2.8
45 11 30 0.6 7.2 6.4 0.0 17.8 16.8 0.2
45 12 1 12.0 15.4 15.2 4.8 10.8 2.2 1.0
45 12 2 14.6 6.6 14.8 4.4 14.6 13.8 12.2
45 12 3 3.6 2.4 5.4 1.6 17.8 7.2 12.0
45 12 4 7.0 8.2 3.4 15.2 14.4 1.4 16.4
45 12 5 16.6 13.6 12.0 4.6 17.4 17.2 9.6
45 12 6 6.2 3.6 12.8 3.4 4.4 7.0 14.8
45 12 7 10.6 19.0 13.2 11.0 8.8 12.2 7.8
45 12 8 4.6 17.4 11.0 19.4 16.2 11.6 8.8
45 12 9 9.8 13.6 0.8 18.8 10.0 17.8 19.0
45 12 10 10.2 6.0 14.8 8.2 17.8 18.2 9.4
45 12 11 12.6 4.2 0.6 5.2 19.8 11.4 7.4
45 12 12 16.2 5.8 2.8 12.6 4.0 12.8 0.8
45 12 13 1.4 17.8 18.4 9.8 6.8 9.8 13.6
45 12 14 16.6 3.6 15.8 4.6 7.0 15.6 14.8
45 12 15 8.0 18.0 15.6 9.4 6.2 0.8 16.0
45 12 16 19.4 15.6 7.2 6.4 2.8 20.0 6.4
45 12 17 7.0 12.0 4.8 7.2 13.4 14.4 11.8
45 12 18 11.4 7.0 14.6 16.4 11.6 4.0 3.0
45 12 19 18.4 15.2 16.4 5.8 7.2 15.0 15.2
45 12 20 18.6 14.6 16.4 3.4 5.4 11.8 0.8
45 12 21 17.4 8.2 6.6 15.0 10.2 10.4 13.8
45 12 22 1.6 6.4 6.2 8.8 2.2 13.0 9.4
45 12 23 5.0 5.0 2.8 16.6 6.0 3.8 0.2
45 12 24 16.8 5.8 4.0 16.6 17.2 16.6 10.8
45 12 25 3.4 5.0 19.2 14.0 10.2 7.2 0.6
45 12 26 7.6 7.8 19.2 17.0 11.4 11.4 20.0
45 12 27 4.8 15.6 16.0 6.8 13.0 0.0 3.2
45 12 28 11.8 5.6 7.4 15.6 11.4 12.2 15.8
45 12 29 12.8 18.4 11.0 1.2 6.8 5.2 8.2
45 12 30 15.6 5.4 5.4 15.2 19.4 19.0 3.4
45 12 31 17.6 11.0 12.8 0.8 2.4 18.4 19.4
46 1 1 17.4 18.4 19.4 15.0 10.0 8.8 4.6
46 1 2 2.0 7.4 19.6 15.2 18.2 11.0 13.2
46 1 3 7.4 13.4 17.8 5.4 18.4 0.2 1.4
46 1 4 11.2 13.0 8.6 7.6 12.6 3.0 16.0
46 1 5 7.6 0.0 0.0 0.0 17.4 13.4 15.4
46 1 6 7.4 18.8 6.0 10.8 8.4 6.4 7.4
46 1 7 18.0 16.8 13.0 8.2 1.6 5.6 7.0
46 1 8 0.8 18.0 16.0 3.4 16.2 16.0 0.6
46 1 9 14.2 7.8 19.6 14.0 4.2 3.2 0.6
46 1 10 18.4 10.2 7.2 17.8 0.0 18.4 2.0
46 1 11 11.8 17.0 7.6 15.0 2.8 5.8 12.4
46 1 12 15.0 15.6 15.6 2.0 4.4 8.4 13.4
46 1 13 1.8 6.0 13.4 14.4 10.8 2.6 9.2
46 1 14 16.4 1.4 0.0 17.4 8.4 2.4 5.2
46 1 15 0.0 16.4 14.6 0.2 15.2 12.0 1.8
46 1 16 10.4 12.2 18.0 2.0 5.8 2.0 0.0
46 1 17 19.6 13.6 1.2 19.6 6.4 2.6 5.4
46 1 18 19.0 12.0 18.6 15.8 11.6 13.4 7.6
46 1 19 18.4 8.0 7.2 1.8 12.2 5.4 18.2
46 1 20 1.6 20.0 0.2 17.0 16.6 14.4 15.6
46 1 21 8.4 19.6 6.0 15.4 15.6 3.4 6.8
46 1 22 7.0 10.8 3.0 12.6 2.0 16.2 17.2
46 1 23 5.4 7.0 1.6 9.6 4.8 9.2 5.2
46 1 24 19.0 0.0 19.4 2.2 9.8 3.0 9.2
46 1 25 6.2 9.4 13.8 9.6 7.2 13.8 15.6
46 1 26 18.4 10.8 0.0 10.6 18.0 15.2 11.8
46 1 27 5.8 12.8 6.4 9.0 15.4 6.8 13.4
46 1 28 13.4 17.4 18.0 7.4 17.0 10.6 13.2
46 1 29 2.8 8.4 12.2 19.0 14.8 3.8 14.4
46 1 30 7.4 8.0 9.4 19.4 16.2 19.0 17.0
46 1 31 10.8 4.0 4.8 17.0 9.6 13.4 1.2
46 2 1 15.0 18.6 1.4 18.6 13.4 16.6 7.4
46 2 2 9.8 2.8 4.2 7.4 11.2 16.6 1.8
46 2 3 8.8 20.0 0.4 16.6 16.8 17.6 7.2
46 2 4 2.2 15.8 7.4 2.6 6.6 14.6 14.6
46 2 5 18.2 19.4 17.2 3.4 0.6 15.8 18.0
46 2 6 12.4 4.4 8.6 16.4 7.2 15.8 11.2
46 2 7 15.6 16.6 0.6 16.8 9.4 18.2 9.0
46 2 8 2.6 13.2 1.0 16.0 12.0 5.8 19.6
46 2 9 20.0 6.6 7.2 16.4 16.4 18.6 13.2
46 2 10 6.2 8.2 3.6 16.4 6.4 12.2 17.0
46 2 11 6.2 7.2 11.4 11.0 18.4 6.6 19.0
46 2 12 0.4 7.2 18.0 10.6 8.6 5.8 15.8
46 2 13 1.2 16.8 5.4 9.6 5.4 3.2 7.4
46 2 14 6.2 0.2 10.2 5.2 1.2 15.6 17.4
46 2 15 12.8 6.2 4.6 15.2 13.0 11.6 5.2
46 2 16 19.4 10.4 3.0 2.2 15.4 18.2 13.0
46 2 17 20.0 14.6 15.6 10.6 7.0 9.8 16.8
46 2 18 3.2 17.4 13.0 3.4 19.0 10.4 15.0
46 2 19 13.4 2.0 1.0 14.6 7.2 18.8 11.4
46 2 20 3.0 18.6 0.4 7.6 6.2 3.8 4.0
46 2 21 12.8 14.0 1.4 18.4 8.8 8.2 9.4
46 2 22 9.0 20.0 4.0 8.8 9.0 18.8 14.6
46 2 23 4.2 3.0 5.2 0.6 9.8 14.0 2.2
46 2 24 7.8 2.6 10.0 15.4 11.6 6.2 15.0
46 2 25 19.4 14.6 15.8 8.8 9.2 2.4 11.0
46 2 26 11.2 18.2 7.8 18.2 1.0 17.2 12.8
46 2 27 12.6 18.0 15.4 12.0 17.8 2.8 10.2
46 2 28 10.8 6.8 0.2 6.0 2.2 7.0 17.2
46 3 1 9.8 9.6 15.6 17.6 6.2 0.6 9.6
46 3 2 7.0 2.4 9.4 15.8 0.4 20.0 1.2
46 3 3 19.0 1.4 14.8 3.4 9.2 18.6 2.0
46 3 4 7.8 15.8 14.6 13.8 4.6 1.8 16.6
46 3 5 2.0 14.0 15.8 7.0 17.2 7.4 17.8
46 3 6 8.4 13.8 12.6 13.8 14.2 19.0 3.6
46 3 7 15.4 18.2 0.4 6.0 8.0 15.4 5.4
46 3 8 5.8 15.2 16.2 12.8 7.2 10.0 12.0
46 3 9 19.8 17.0 17.6 14.6 8.0 2.6 16.6
46 3 10 11.4 19.8 5.2 3.4 11.6 15.8 16.8
46 3 11 9.0 5.6 10.6 10.6 16.0 11.6 2.8
46 3 12 8.6 0.2 18.8 14.2 18.2 15.6 5.6
46 3 13 5.8 17.2 3.6 2.8 19.6 5.4 9.8
46 3 14 9.6 1.8 9.8 4.6 5.4 8.0 9.6
46 3 15 6.6 0.4 14.0 1.8 14.8 8.4 14.0
46 3 16 7.4 16.0 12.6 16.0 19.0 18.4 18.8
46 3 17 11.0 7.2 7.8 7.4 3.0 17.0 12.4
46 3 18 17.0 17.0 14.4 15.8 8.2 18.8 10.0
46 3 19 15.6 9.8 14.4 1.2 7.0 4.8 14.8
46 3 20 6.6 15.2 2.2 7.6 3.6 4.0 12.8
46 3 21 13.2 10.2 19.2 6.4 10.0 13.6 5.0
46 3 22 12.6 7.8 18.6 8.6 14.4 9.2 4.6
46 3 23 18.0 2.6 11.4 15.6 8.8 1.6 6.0
46 3 24 6.8 19.4 15.2 8.8 10.4 17.4 19.6
46 3 25 17.0 14.4 13.8 11.0 6.6 12.0 0.0
46 3 26 9.8 19.8 3.8 18.6 16.0 18.4 7.8
46 3 27 9.8 7.2 19.6 13.6 12.0 1.2 8.2
46 3 28 12.8 4.0 0.4 8.2 16.8 7.8 17.8
46 3 29 10.2 15.8 12.8 6.6 14.6 13.4 15.4
46 3 30 17.6 10.2 11.6 11.6 4.6 18.0 12.4
46 3 31 11.6 2.0 8.2 4.2 10.2 0.6 9.8
46 4 1 2.2 18.8 7.2 9.0 8.4 14.4 18.2
46 4 2 9.6 19.8 14.2 5.6 2.8 4.0 14.6
46 4 3 4.4 7.4 10.4 1.4 11.4 12.6 16.4
46 4 4 7.0 1.8 19.2 9.6 17.2 16.6 16.6
46 4 5 0.8 13.4 0.2 8.2 13.4 9.6 8.2
46 4 6 4.6 3.6 18.4 6.0 14.6 18.0 7.6
46 4 7 17.2 8.4 16.4 19.0 20.0 1.0 19.6
46 4 8 14.6 5.2 9.4 8.2 4.8 20.0 19.6
46 4 9 10.8 12.6 7.6 11.6 16.4 18.4 11.0
46 4 10 16.2 6.0 9.6 16.0 1.8 1.0 13.6
46 4 11 8.6 17.0 17.0 3.2 3.2 15.8 5.0
46 4 12 14.4 9.6 9.4 12.0 7.2 10.0 13.8
46 4 13 13.8 0.0 8.6 11.2 18.4 9.8 16.4
46 4 14 17.8 5.0 19.2 12.2 18.2 0.2 3.4
46 4 15 15.8 4.2 19.8 13.8 7.6 6.2 11.0
46 4 16 10.4 9.2 14.0 9.2 18.0 11.6 19.6
46 4 17 8.0 1.0 0.8 1.6 2.2 17.0 4.6
46 4 18 9.6 11.8 4.2 7.2 4.8 17.2 14.4
46 4 19 16.6 15.8 10.4 4.0 6.0 11.6 7.0
46 4 20 8.6 8.4 18.4 9.8 6.6 7.2 17.4
46 4 21 1.0 2.4 6.4 7.0 14.4 14.8 9.2
46 4 22 1.8 8.6 1.8 19.8 0.4 15.0 17.0
46 4 23 7.8 1.0 3.6 0.2 10.0 4.4 10.2
46 4 24 2.4 16.0 0.4 7.8 8.6 18.0 5.4
46 4 25 14.4 20.0 18.4 2.8 13.8 18.6 9.0
46 4 26 15.0 2.6 17.4 6.2 6.8 10.4 12.8
46 4 27 0.6 14.6 17.0 4.8 5.4 11.8 7.2
46 4 28 0.2 10.4 2.0 5.0 19.2 9.8 17.8
46 4 29 8.8 5.8 13.6 5.6 10.2 20.0 11.4
46 4 30 8.4 14.2 2.0 16.4 18.8 19.2 9.0
46 5 1 6.2 14.0 1.8 14.8 2.0 3.0 19.0
46 5 2 9.4 7.4 3.6 5.2 2.4 19.6 18.0
46 5 3 7.8 16.4 18.2 7.6 18.4 7.2 18.0
46 5 4 7.2 8.6 9.4 5.0 12.8 3.2 12.8
46 5 5 7.2 2.8 19.0 12.6 6.4 15.2 2.8
46 5 6 16.6 9.4 5.2 11.8 3.8 8.0 9.0
46 5 7 14.0 9.6 0.4 18.6 18.6 0.8 14.0
46 5 8 9.0 15.4 7.6 5.4 5.8 0.4 16.8
46 5 9 8.0 2.4 11.6 5.2 13.2 6.8 16.4
46 5 10 5.6 6.0 10.2 12.6 0.2 6.2 0.0
46 5 11 10.8 15.6 17.0 7.8 10.4 5.0 4.4
46 5 12 8.0 15.2 11.2 13.4 2.4 18.4 6.6
46 5 13 0.4 10.8 18.0 11.6 5.8 7.2 10.8
46 5 14 7.8 17.0 8.4 17.0 4.6 5.8 9.0
46 5 15 3.4 17.6 1.6 9.8 8.8 8.4 6.4
46 5 16 0.2 18.0 19.2 12.6 19.2 11.4 9.6
46 5 17 5.0 14.0 2.0 5.0 12.4 8.2 19.2
46 5 18 8.0 16.6 12.6 4.2 5.8 6.6 1.0
46 5 19 4.4 5.8 10.6 12.6 3.2 5.8 1.0
46 5 20 13.8 11.2 8.8 0.0 3.0 8.2 7.4
46 5 21 10.8 17.8 5.6 14.2 1.4 0.4 13.4
46 5 22 9.0 9.8 16.6 13.6 10.0 12.6 17.8
46 5 23 11.0 19.4 15.6 12.6 16.4 10.4 7.2
46 5 24 0.0 1.8 18.8 18.6 6.6 3.4 7.4
46 5 25 3.8 19.2 0.8 9.2 14.2 14.4 6.8
46 5 26 17.2 2.6 8.4 4.6 1.0 5.0 13.8
46 5 27 0.4 6.2 1.0 1.0 5.6 4.2 17.6
46 5 28 14.4 9.2 4.6 17.4 13.2 5.2 3.2
46 5 29 14.0 10.6 17.4 12.8 8.6 18.8 0.2
46 5 30 5.2 8.6 5.8 11.4 4.8 10.2 3.0
46 5 31 11.4 13.8 8.6 5.8 11.0 1.6 18.0
46 6 1 1.8 11.0 12.6 6.2 18.0 14.2 16.8
46 6 2 2.8 10.8 18.8 10.2 13.2 10.0 14.0
46 6 3 2.8 6.2 0.0 10.2 7.4 12.0 20.0
46 6 4 19.6 1.8 19.6 4.4 3.6 1.4 8.6
46 6 5 13.6 12.0 10.2 18.4 14.2 0.6 5.4
46 6 6 9.6 16.4 7.8 11.4 7.0 14.4 6.2
46 6 7 1.8 15.8 5.0 8.6 0.6 5.6 17.0
46 6 8 19.6 2.8 0.2 3.0 5.4 7.8 14.6
46 6 9 7.0 2.8 14.4 4.8 3.2 4.4 2.6
46 6 10 5.2 13.2 14.0 17.0 18.2 7.8 11.0
46 6 11 9.4 3.4 9.4 19.0 11.6 14.8 12.2
46 6 12 15.4 6.4 16.4 4.4 3.4 11.0 4.0
46 6 13 7.8 9.8 6.2 11.4 19.6 14.0 0.0
46 6 14 15.6 8.6 12.2 12.2 1.2 10.6 13.4
46 6 15 9.4 11.2 18.4 0.0 4.2 17.4 19.2
46 6 16 20.0 8.0 4.8 9.0 13.0 0.4 5.2
46 6 17 9.4 5.6 18.2 0.2 4.6 17.6 10.0
46 6 18 4.4 11.4 18.2 1.0 4.6 2.6 13.0
46 6 19 19.6 12.0 17.2 11.6 8.8 10.2 15.6
46 6 20 1.2 10.2 1.2 15.6 8.2 7.6 10.6
46 6 21 10.0 7.4 1.6 15.4 13.0 9.0 2.2
46 6 22 3.8 8.4 17.2 5.4 11.2 9.6 5.8
46 6 23 19.4 15.0 8.0 1.0 18.0 3.8 2.0
46 6 24 15.0 5.8 5.0 14.4 13.6 2.0 13.6
46 6 25 3.6 18.8 7.2 6.6 6.4 5.8 5.8
46 6 26 13.4 17.4 12.8 4.8 20.0 0.0 13.0
46 6 27 5.4 16.4 17.0 9.4 8.0 13.4 17.2
46 6 28 7.4 9.4 2.2 10.2 6.8 15.8 10.6
46 6 29 6.8 4.4 11.6 8.0 4.2 9.4 9.8
46 6 30 5.6 9.4 7.0 1.2 16.0 15.8 8.0
46 7 1 16.8 7.2 17.2 1.8 3.2 3.0 9.0
46 7 2 7.6 6.4 13.0 16.6 13.0 11.6 1.4
46 7 3 11.4 4.2 6.8 3.6 20.0 3.4 17.4
46 7 4 5.4 0.2 13.6 14.0 6.2 7.0 8.2
46 7 5 13.8 3.4 15.8 1.2 6.4 18.8 13.8
46 7 6 10.4 11.0 4.8 7.6 3.4 7.2 2.6
46 7 7 3.4 13.8 17.0 10.8 15.4 5.2 2.0
46 7 8 2.4 3.0 5.6 11.6 6.2 12.6 2.0
46 7 9 4.6 15.6 5.8 18.2 8.6 0.8 17.8
46 7 10 12.2 4.0 7.6 14.2 11.8 14.0 8.2
46 7 11 9.0 9.0 15.0 17.8 11.0 8.0 16.0
46 7 12 0.6 19.4 4.4 10.8 6.0 5.8 15.0
46 7 13 12.4 13.6 3.0 18.0 3.4 11.4 17.4
46 7 14 6.4 17.4 5.6 12.8 5.6 16.6 9.4
46 7 15 2.2 11.0 6.4 9.8 0.2 0.6 15.2
46 7 16 11.0 10.4 17.8 10.8 17.6 14.2 16.6
46 7 17 18.4 12.4 9.6 9.0 14.8 12.2 0.8
46 7 18 0.2 14.8 5.4 19.6 2.0 5.4 0.6
46 7 19 15.4 2.4 3.0 12.8 6.6 15.2 7.4
46 7 20 9.6 9.4 19.8 10.8 14.0 3.4 9.4
46 7 21 19.8 16.8 1.2 12.6 7.4 12.6 9.8
46 7 22 12.6 11.4 12.4 9.6 1.2 8.0 10.6
46 7 23 9.4 9.2 17.4 15.8 14.0 19.4 13.0
46 7 24 11.6 18.8 5.8 15.2 9.8 10.4 6.6
46 7 25 15.8 13.0 3.0 5.4 2.2 8.4 7.0
46 7 26 13.2 10.0 15.2 15.6 18.4 0.6 14.2
46 7 27 18.4 7.6 15.2 10.8 15.4 11.0 0.8
46 7 28 5.6 9.2 3.2 12.2 10.8 9.4 17.0
46 7 29 14.4 12.8 6.4 6.2 17.6 13.6 11.4
46 7 30 5.6 11.6 4.8 0.8 9.4 7.4 4.2
46 7 31 6.0 7.6 18.6 1.4 7.6 17.6 2.6
46 8 1 5.6 12.8 9.0 9.6 3.6 19.8 16.2
46 8 2 11.2 5.8 5.6 13.2 0.6 12.6 18.4
46 8 3 19.6 7.6 6.0 8.8 3.0 6.0 6.4
46 8 4 0.0 10.4 10.4 1.0 4.8 1.2 17.4
46 8 5 17.2 2.8 5.0 17.6 2.4 6.2 16.0
46 8 6 13.8 15.4 9.2 18.6 14.4 9.4 11.8
46 8 7 19.6 15.8 1.8 12.4 19.2 5.2 17.4
46 8 8 2.8 9.8 3.2 1.4 5.0 4.6 13.2
46 8 9 5.6 1.2 3.4 16.8 9.4 16.0 9.2
46 8 10 11.2 7.8 9.8 5.8 0.0 12.4 2.6
46 8 11 4.4 16.2 6.2 4.8 10.2 4.4 13.8
46 8 12 17.8 15.4 3.8 2.0 14.8 13.2 5.2
46 8 13 8.0 8.8 0.0 17.4 2.6 7.4 11.4
46 8 14 8.6 19.6 18.2 3.2 1.6 6.4 13.0
46 8 15 2.8 9.4 14.0 19.2 8.6 2.4 12.6
46 8 16 8.6 0.8 6.2 17.6 0.6 7.4 13.8
46 8 17 9.8 8.8 4.8 14.2 18.8 12.4 13.0
46 8 18 12.8 19.0 11.2 14.6 3.2 12.0 7.8
46 8 19 6.8 9.4 5.6 3.6 7.6 16.0 12.2
46 8 20 12.0 0.0 18.8 5.6 1.2 2.4 9.8
46 8 21 6.0 4.8 7.6 3.6 18.8 6.4 0.0
46 8 22 16.8 19.2 14.0 19.6 11.6 4.2 19.6
46 8 23 8.0 4.8 6.8 16.2 7.0 17.4 3.6
46 8 24 10.2 7.4 16.8 1.4 16.6 11.6 8.6
46 8 25 6.8 5.0 5.6 16.0 5.6 20.0 17.6
46 8 26 0.2 7.4 2.8 7.6 2.2 1.6 4.8
46 8 27 9.6 10.6 12.8 0.6 18.6 7.2 13.4
46 8 28 9.6 12.2 8.6 7.2 11.6 17.6 11.2
46 8 29 9.4 9.4 7.0 4.4 9.0 6.2 0.8
46 8 30 13.6 12.6 16.6 6.2 14.8 1.8 4.0
46 8 31 19.0 8.0 18.6 7.0 8.0 4.8 17.4
46 9 1 11.2 14.8 7.8 11.0 14.0 10.6 18.2
46 9 2 0.2 9.4 10.8 10.4 9.2 6.2 3.4
46 9 3 19.6 8.0 2.0 0.0 15.4 15.0 11.2
46 9 4 16.6 15.4 6.0 11.0 3.2 3.0 7.4
46 9 5 1.8 8.6 12.8 6.8 3.8 13.0 0.2
46 9 6 4.2 5.8 18.2 12.6 7.6 11.2 6.4
46 9 7 11.2 5.4 13.6 2.6 3.2 11.0 18.6
46 9 8 2.2 8.8 17.8 7.2 7.6 3.4 2.6
46 9 9 16.8 19.8 1.6 12.6 7.6 19.8 2.0
46 9 10 16.4 13.0 17.4 16.2 5.8 14.6 3.4
46 9 11 13.6 15.2 19.8 7.0 2.2 17.4 3.4
46 9 12 17.2 8.6 6.4 13.8 14.8 1.2 5.4
46 9 13 0.4 9.8 10.6 3.6 7.4 7.8 7.4
46 9 14 13.6 11.4 15.4 16.8 18.0 6.2 4.0
46 9 15 18.6 6.2 19.4 13.0 10.2 7.6 2.2
46 9 16 0.4 3.0 11.2 10.4 10.0 8.2 14.0
46 9 17 19.6 3.6 6.2 6.6 19.8 2.4 0.4
46 9 18 19.4 11.8 9.0 12.2 16.2 10.0 15.8
46 9 19 8.2 3.6 6.6 8.6 4.8 7.8 1.8
46 9 20 15.2 15.8 18.0 15.8 1.0 4.6 4.4
46 9 21 5.4 3.6 13.8 8.0 2.0 7.8 17.8
46 9 22 12.2 1.4 16.6 3.2 2.0 19.6 2.8
46 9 23 13.2 14.0 1.4 13.6 5.8 17.0 9.6
46 9 24 2.2 12.2 3.6 9.6 10.2 1.0 14.4
46 9 25 11.2 5.6 1.0 11.0 18.4 15.0 16.6
46 9 26 5.0 16.0 2.4 9.4 19.0 3.2 10.6
46 9 27 3.2 6.0 11.6 17.0 5.2 7.6 18.0
46 9 28 13.4 11.4 9.0 14.4 10.8 6.4 11.6
46 9 29 14.2 4.8 11.0 20.0 11.8 19.2 10.8
46 9 30 8.4 12.2 6.0 7.0 3.2 5.6 15.0
46 10 1 2.0 13.6 12.2 11.4 0.8 19.4 12.2
46 10 2 16.6 12.2 3.6 5.8 11.8 3.6 9.2
46 10 3 5.4 12.8 8.2 16.8 8.2 10.6 3.8
46 10 4 19.2 17.6 11.6 6.8 17.0 5.8 3.0
46 10 5 2.2 3.2 5.6 11.6 2.4 9.2 12.8
46 10 6 19.6 7.8 8.8 9.4 4.6 6.8 1.4
46 10 7 1.2 2.6 2.8 20.0 0.8 13.2 6.8
46 10 8 1.2 5.4 17.6 10.0 18.0 7.8 15.6
46 10 9 1.2 3.4 9.8 10.8 10.4 7.2 1.8
46 10 10 0.0 2.0 7.4 1.4 19.2 7.2 17.8
46 10 11 10.2 2.8 3.4 5.4 14.4 14.4 12.6
46 10 12 11.8 19.2 1.6 15.6 13.4 17.6 3.2
46 10 13 2.6 15.6 13.2 17.4 16.4 2.6 5.4
46 10 14 3.6 5.6 12.6 0.0 12.6 9.2 11.2
46 10 15 2.8 2.6 12.6 15.0 1.8 13.6 9.2
46 10 16 14.6 16.2 14.6 19.8 2.8 9.6 5.4
46 10 17 19.8 8.4 2.2 13.8 10.2 18.0 10.2
46 10 18 7.0 17.2 11.4 2.0 0.2 4.0 4.0
46 10 19 10.4 3.0 19.6 8.6 14.0 10.0 17.2
46 10 20 9.2 11.2 10.8 2.0 10.0 2.4 18.0
46 10 21 2.6 15.6 19.0 19.8 9.6 1.0 8.4
46 10 22 13.0 10.4 2.6 8.0 11.8 14.8 2.2
46 10 23 13.8 17.4 14.6 5.8 16.8 2.4 0.6
46 10 24 12.4 5.6 6.6 2.0 18.2 4.2 16.4
46 10 25 15.0 0.2 15.6 13.6 6.4 15.2 2.4
46 10 26 7.4 16.4 12.2 17.6 18.4 8.0 13.4
46 10 27 5.8 5.0 16.2 19.8 1.2 2.4 4.2
46 10 28 3.0 2.2 16.4 4.4 14.8 9.6 12.0
46 10 29 8.6 7.2 14.8 11.0 15.8 1.0 14.6
46 10 30 15.4 18.8 11.4 8.8 10.2 8.4 15.2
46 10 31 2.6 4.8 2.4 11.6 11.2 12.8 6.4
46 11 1 19.0 9.0 4.2 0.0 15.8 5.2 6.6
46 11 2 15.2 17.6 10.6 13.8 12.8 3.4 12.2
46 11 3 12.4 0.6 11.0 12.8 2.6 19.4 0.8
46 11 4 3.0 6.0 17.6 7.0 13.0 7.8 18.4
46 11 5 9.2 8.4 20.0 11.2 3.8 13.2 12.6
46 11 6 15.6 8.8 19.0 16.0 3.2 3.4 7.6
46 11 7 6.2 5.4 13.2 8.4 14.6 14.6 6.6
46 11 8 11.8 16.2 9.2 4.4 9.4 16.6 2.0
46 11 9 6.0 6.8 15.4 14.6 5.8 12.6 16.0
46 11 10 8.8 4.2 6.0 15.8 1.6 19.8 17.6
46 11 11 18.0 18.0 17.4 17.0 2.2 5.8 1.4
46 11 12 4.8 5.0 14.4 14.4 4.4 1.8 10.6
46 11 13 7.2 8.6 13.2 20.0 8.8 2.2 3.0
46 11 14 11.6 14.6 14.0 14.8 13.4 20.0 2.4
46 11 15 20.0 3.4 15.6 14.2 0.0 3.6 3.0
46 11 16 11.2 19.8 7.0 11.0 6.2 18.2 0.0
46 11 17 13.0 10.8 9.6 2.2 18.8 9.8 17.6
46 11 18 1.2 12.6 13.6 13.0 6.0 8.0 7.6
46 11 19 0.8 16.2 6.0 5.4 7.8 16.4 0.2
46 11 20 13.4 0.8 5.8 8.6 14.8 5.2 1.2
46 11 21 14.0 13.0 18.2 7.8 8.8 17.0 16.2
46 11 22 6.0 2.0 6.6 11.6 9.4 19.4 10.8
46 11 23 18.4 13.0 5.0 18.0 14.0 7.0 16.0
46 11 24 12.6 13.4 14.4 12.8 0.0 17.8 9.2
46 11 25 0.8 15.4 19.8 5.8 8.4 8.0 2.4
46 11 26 0.4 16.4 11.6 11.4 4.0 0.2 5.4
46 11 27 9.4 10.0 12.8 15.0 11.4 1.8 1.8
46 11 28 19.6 8.6 13.6 12.0 14.0 17.4 17.0
46 11 29 10.0 5.4 9.0 6.6 5.8 8.8 16.6
46 11 30 9.6 18.6 19.8 5.6 14.6 4.4 17.2
46 12 1 6.8 15.4 4.4 18.8 6.8 15.2 12.4
46 12 2 19.0 18.4 4.8 7.2 10.6 2.4 2.8
46 12 3 8.2 4.8 10.0 5.8 1.0 18.0 10.4
46 12 4 14.8 12.2 9.8 19.4 12.0 14.0 15.0
46 12 5 7.6 15.2 3.6 4.4 19.2 8.0 9.6
46 12 6 9.0 13.0 17.8 0.0 8.4 14.6 17.0
46 12 7 0.6 18.0 13.0 11.4 18.0 12.4 13.8
46 12 8 5.0 5.8 12.8 7.6 18.2 5.4 14.6
46 12 9 8.8 6.4 8.6 2.4 9.0 12.0 9.2
46 12 10 13.0 0.8 18.8 7.6 17.2 4.8 15.6
46 12 11 11.6 0.6 7.2 8.8 1.2 13.4 14.2
46 12 12 16.2 14.4 2.4 19.2 3.4 3.0 13.6
46 12 13 4.4 17.2 15.2 0.2 7.0 17.0 2.4
46 12 14 9.6 2.8 17.0 7.4 10.0 6.0 9.2
46 12 15 6.4 4.8 9.0 16.2 5.6 15.4 14.4
46 12 16 8.6 5.4 7.2 17.8 7.2 17.0 18.6
46 12 17 19.0 4.6 13.2 14.2 7.0 18.6 17.4
46 12 18 18.8 16.2 19.8 3.6 8.0 5.2 12.0
46 12 19 2.4 1.2 1.2 12.8 5.6 7.4 8.2
46 12 20 18.4 15.0 9.0 17.6 6.4 19.2 4.8
46 12 21 12.4 8.8 17.4 15.6 6.6 19.2 4.2
46 12 22 9.4 12.8 18.8 11.8 2.2 1.0 15.2
46 12 23 5.8 19.6 14.4 12.6 11.6 17.6 6.4
46 12 24 2.6 19.6 2.2 5.4 9.2 18.2 20.0
46 12 25 1.2 14.6 0.4 18.6 16.2 11.4 6.8
46 12 26 0.0 2.2 8.4 6.6 2.6 1.8 5.6
46 12 27 9.6 17.6 9.0 6.6 18.6 13.8 16.0
46 12 28 14.4 8.2 11.8 12.8 11.4 9.2 10.2
46 12 29 2.4 12.2 18.8 17.4 12.6 6.6 11.2
