order_id	quantity	item_name	choice_description	item_price
655	1	Steak Bowl	[Saute Chili Seafood Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$9.25 
655	1	Chips and Guacamole	NULL	$4.45 
655	1	Bottled Water	NULL	$1.50 
656	1	Nantucket Nectar	[PineApple Orange Banana]	$3.39 
656	1	Brakens Burrito	[Fresh Tomato Salsa (Mild), [Green Beans, Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
656	1	Chips and Saute Chili-Seafood Salsa	NULL	$2.39 
657	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Guacamole]]	$11.25 
657	1	Chips	NULL	$2.15 
658	1	Veggie Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]	$11.25 
658	1	Brakens Crispy Tacos	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
659	1	Steak Burrito	[Saute Chili Seafood Salsa, [Rice, Green Beans, Sour Cream, Cheese, Guacamole]]	$11.75 
659	1	Chips and Guacamole	NULL	$4.45 
660	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]	$11.75 
660	1	Chips and Guacamole	NULL	$4.45 
661	1	Steak Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 
661	1	Chicken Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
662	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
662	1	Steak Burrito	[Tomatillo-Yellow Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 
663	1	Chicken Burrito	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot)], [Green Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
663	1	Barbacoa Soft Tacos	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot)], [Green Beans, Cheese, Sour Cream, Lettuce]]	$8.99 
664	1	Barbacoa Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
664	1	Veggie Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
665	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.49 
665	1	Chips and Guacamole	NULL	$3.99 
666	1	Chips and Guacamole	NULL	$3.89 
666	1	Barbacoa Burrito	[Fresh Tomato (Mild), [Guacamole, Rice, Black Beans]]	$11.08 
667	1	Chicken Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]	$8.49 
667	1	Barbacoa Bowl	[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Lettuce]]	$8.99 
667	1	Chicken Bowl	[Saute Chili Seafood Salsa (Medium), [Rice, Cheese, Lettuce]]	$8.49 
668	1	Veggie Burrito	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Cheese, Sour Cream]]	$8.49 
668	1	Veggie Crispy Tacos	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Cheese, Sour Cream]]	$8.49 
669	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
669	1	Chips	NULL	$2.15 
670	2	Chicken Burrito	[Tomatillo Yellow Chili Salsa, Rice]	$17.50 
670	1	Chicken Soft Tacos	[Tomatillo Yellow Chili Salsa, Rice]	$8.75 
670	1	Chips and Saute Chili Seafood Salsa	NULL	$2.95 
671	1	Chicken Burrito	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot)], [Rice, Fajita Veggies, Cheese, Lettuce]]	$8.49 
671	1	Chicken Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]	$8.49 
672	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Fajita Veggies, Guacamole, Lettuce]]	$10.98 
672	1	Canned Soda	[Diet Coke]	$1.09 
673	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]	$11.25 
673	1	Chips	NULL	$2.15 
674	1	Chips and Tomatillo Yellow Chili Salsa	NULL	$2.95 
674	1	Canned Soft Drink	[Sprite]	$1.25 
674	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Green Beans, Cheese]]	$8.75 
675	1	Brakens Soft Tacos	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
675	1	Barbacoa Soft Tacos	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
676	1	Barbacoa Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$9.25 
676	1	Chips and Tomatillo Yellow Chili Salsa	NULL	$2.95 
677	1	Chicken Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Green Beans, Cheese, Lettuce]]	$8.75 
677	1	Chips	NULL	$2.15 
677	1	Canned Soft Drink	[Lemonade]	$1.25 
678	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Cheese, Sour Cream]]	$8.99 
678	1	Chips and Guacamole	NULL	$3.99 
679	1	Brakens Burrito	[Tomatillo Green Chili Salsa, [Rice, Green Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
679	1	Chips	NULL	$2.15 
680	1	Brakens Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Lettuce, Sour Cream, Cheese, Fajita Veggies, Rice, Black Beans]]	$8.99 
680	1	Izze	[Strawberry]	$3.39 
681	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Lettuce]]	$9.25 
681	1	Chicken Soft Tacos	[Saute Chili Seafood Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Lettuce]]	$8.75 
682	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]	$11.25 
682	1	Chicken Bowl	[Saute Chili Seafood Salsa, [Rice, Cheese, Sour Cream, Guacamole]]	$11.25 
682	1	Chips and Guacamole	NULL	$4.45 
683	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice]]	$8.75 
683	1	Chips	NULL	$2.15 
683	1	Canned Soft Drink	[Diet Coke]	$1.25 
684	1	Steak Burrito	[Fresh Tomato Salsa, [Sour Cream, Guacamole, Rice, Lettuce]]	$11.75 
684	1	Chips and Guacamole	NULL	$4.45 
685	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$9.25 
685	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
686	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium)], [Rice, Fajita Veggies]]	$8.49 
686	1	Veggie Salad	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium)], [Rice, Fajita Veggies, Lettuce]]	$8.49 
687	1	Veggie Burrito	[Fresh Tomato Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Black Beans, Lettuce, Guacamole]]	$11.25 
687	1	Chicken Soft Tacos	[Saute Chili Seafood Salsa, [Rice, Cheese]]	$8.75 
687	1	Chips and Guacamole	NULL	$4.45 
688	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Cheese, Guacamole]]	$11.25 
688	1	Veggie Soft Tacos	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Green Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
688	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Green Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
688	1	Chicken Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
688	1	Chips and Guacamole	NULL	$4.45 
689	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.49 
689	1	Side of Chips	NULL	$1.69 
690	1	Chicken Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Green Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]	$8.49 
690	1	Nantucket Nectar	[Apple]	$3.39 
691	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Sour Cream]]	$8.75 
691	1	Chicken Salad Bowl	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Black Beans, Guacamole, Lettuce]]	$11.25 
691	1	Steak Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$9.25 
691	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Green Beans, Cheese, Lettuce]]	$8.75 
691	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
691	1	Chicken Burrito	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Guacamole]]	$11.25 
691	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Green Beans, Cheese, Guacamole, Lettuce]]	$11.75 
691	1	Chicken Burrito	[Saute Chili Seafood Salsa, [Rice, Green Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
691	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Green Beans, Guacamole, Lettuce]]	$11.75 
691	1	Chicken Bowl	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Green Beans, Cheese, Guacamole, Lettuce]]	$11.25 
691	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
692	2	Chicken Burrito	[Tomatillo-Yellow Chili Salsa (Hot), [Lettuce, Guacamole, Sour Cream, Cheese, Rice, Black Beans]]	$21.96 
693	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 
693	1	Side of Chips	NULL	$1.69 
694	1	Steak Soft Tacos	[[Fresh Tomato Salsa (Mild), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.48 
694	1	Steak Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream]]	$8.99 
695	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Cheese, Lettuce]]	$8.49 
695	1	Side of Chips	NULL	$1.69 
696	1	Steak Bowl	[Fresh Tomato Salsa, Rice]	$9.25 
696	1	Chips	NULL	$2.15 
696	1	Bottled Water	NULL	$1.50 
697	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
697	1	Bottled Water	NULL	$1.50 
698	1	Chicken Bowl	[Fresh Tomato Salsa, [Sour Cream, Cheese]]	$8.75 
698	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$8.75 
698	1	Chips and Tomatillo Yellow Chili Salsa	NULL	$2.95 
699	1	Chicken Bowl	[Tomatillo-Green Chili Salsa (Medium), [Green Beans, Rice, Fajita Veggies, Lettuce]]	$8.49 
699	1	Side of Chips	NULL	$1.69 
700	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]	$8.75 
700	1	Chips and Tomatillo Yellow Chili Salsa	NULL	$2.95 
700	1	Canned Soft Drink	[Lemonade]	$1.25 
701	1	Chicken Salad Bowl	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Green Beans, Guacamole, Lettuce]]	$11.25 
701	1	Chips	NULL	$2.15 
702	1	Brakens Bowl	[Fresh Tomato (Mild), [Guacamole, Sour Cream, Cheese]]	$11.08 
703	1	Chicken Bowl	[Saute Chili Seafood Salsa (Medium), [Rice, Fajita Veggies, Cheese]]	$8.49 
703	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese]]	$8.49 
703	1	Chicken Bowl	[[Saute Chili Seafood Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot)], [Green Beans, Rice, Fajita Veggies, Cheese]]	$8.49 
704	1	Steak Bowl	[Fresh Tomato Salsa, Guacamole]	$11.75 
704	1	Canned Soft Drink	[Sprite]	$1.25 
705	1	Barbacoa Bowl	[Tomatillo Yellow Chili Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
705	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Black Beans, Lettuce]]	$8.75 
706	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Green Beans, Black Beans, Sour Cream, Cheese, Lettuce]]	$8.75 
706	1	Veggie Bowl	[Saute Chili Seafood Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Black Beans, Sour Cream, Cheese, Lettuce]]	$8.75 
706	1	Chips and Guacamole	NULL	$4.45 
707	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Green Beans, Sour Cream, Guacamole, Lettuce]]	$11.25 
707	1	Bottled Water	NULL	$1.50 
708	2	Steak Burrito	[Tomatillo Green Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$23.50 
708	1	Barbacoa Soft Tacos	[Tomatillo Green Chili Salsa, [Green Beans, Sour Cream, Guacamole]]	$11.75 
708	1	6 Pack Soft Drink	[Coke]	$6.49 
709	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Lettuce]]	$8.75 
709	1	Chips and Guacamole	NULL	$4.45 
709	1	6 Pack Soft Drink	[Diet Coke]	$6.49 
710	1	Chicken Bowl	[Saute Chili Seafood Salsa, [Rice, Black Beans, Cheese]]	$8.75 
710	2	Canned Soft Drink	[Diet Coke]	$2.50 
710	1	Chips	NULL	$2.15 
711	1	Chicken Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
711	1	Chips and Tomatillo-Yellow Chili Salsa	NULL	$2.39 
712	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese]]	$8.75 
712	1	Steak Burrito	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
712	1	Chips and Guacamole	NULL	$4.45 
713	1	Brakens Bowl	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream]]	$8.99 
713	1	Veggie Burrito	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]	$10.98 
714	1	Steak Burrito	[Saute Chili Seafood Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese]]	$9.25 
714	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
715	1	Steak Burrito	[Saute Chili Seafood Salsa, [Lettuce, Black Beans, Cheese]]	$9.25 
715	1	Brakens Soft Tacos	[Saute Chili Seafood Salsa, [Cheese, Lettuce]]	$9.25 
716	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]	$11.75 
716	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese]]	$8.75 
717	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Lettuce]]	$8.75 
717	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Green Beans, Cheese, Lettuce]]	$8.75 
718	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 
719	1	Veggie Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 
719	1	Steak Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Green Beans, Cheese, Sour Cream]]	$9.25 
720	1	Chicken Bowl	[Saute Chili Seafood Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
720	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]	$8.75 
720	1	Chips	NULL	$2.15 
721	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Guacamole]]	$11.25 
721	1	Chips	NULL	$2.15 
722	1	Chips and Guacamole	NULL	$4.45 
722	1	Steak Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
723	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.49 
723	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
724	1	Brakens Soft Tacos	[Saute Chili Seafood Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 
724	1	Canned Soft Drink	[Coke]	$1.25 
724	1	Canned Soft Drink	[Coke]	$1.25 
724	1	Canned Soft Drink	[Coke]	$1.25 
725	1	Canned Soft Drink	[Coke]	$1.25 
725	1	Chicken Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
725	1	Chips	NULL	$2.15 
726	1	Chicken Bowl	[[Tomatillo-Green Chili Salsa (Medium), Saute Chili Seafood Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
726	1	Side of Chips	NULL	$1.69 
727	1	Chicken Bowl	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]	$11.25 
727	1	Bottled Water	NULL	$1.50 
728	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Sour Cream]]	$8.75 
728	1	Chicken Soft Tacos	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Sour Cream]]	$8.75 
729	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Yellow Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]	$8.49 
729	1	Chips and Guacamole	NULL	$3.99 
730	1	Barbacoa Bowl	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
730	1	Canned Soda	[Sprite]	$1.09 
731	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Green Beans, Black Beans, Lettuce, Guacamole]]	$11.25 
731	1	Canned Soft Drink	[Diet Coke]	$1.25 
732	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 
732	1	Chips and Fresh Tomato Salsa	NULL	$2.39 
732	1	Chicken Soft Tacos	[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream]]	$8.49 
733	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Lettuce]]	$8.75 
733	1	Barbacoa Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Lettuce]]	$9.25 
734	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Black Beans, Cheese, Guacamole]]	$11.25 
734	1	Chips and Guacamole	NULL	$4.45 
734	1	Chicken Salad Bowl	[Tomatillo Yellow Chili Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Black Beans, Guacamole, Lettuce]]	$11.25 
734	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]	$11.89 
735	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Cheese, Sour Cream]]	$8.99 
735	1	Chicken Soft Tacos	[Fresh Tomato Salsa (Mild), [Green Beans, Rice, Cheese, Sour Cream]]	$8.49 
736	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Sour Cream, Cheese, Lettuce]]	$8.75 
736	1	Chips and Guacamole	NULL	$4.45 
737	1	Chicken Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Black Beans, Cheese]]	$8.75 
737	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
737	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 
737	2	Chips and Guacamole	NULL	$8.90 
738	1	Barbacoa Salad Bowl	[Fresh Tomato Salsa, [Rice, Green Beans, Cheese, Lettuce]]	$9.39 
738	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
739	1	Chicken Burrito	[Saute Chili Seafood Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 
739	1	Chips and Guacamole	NULL	$3.99 
740	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice]]	$8.75 
740	1	Chips	NULL	$2.15 
740	1	Canned Soft Drink	[Diet Coke]	$1.25 
741	2	Chicken Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Sour Cream, Cheese, Fajita Veggies, Guacamole, Rice, Green Beans]]	$21.96 
742	1	Veggie Bowl	[[Fresh Tomato Salsa (Mild), Saute Chili Seafood Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]	$8.49 
742	1	Side of Chips	NULL	$1.69 
743	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
743	1	Chips and Guacamole	NULL	$4.45 
744	1	Chicken Soft Tacos	[Tomatillo-Yellow Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]	$8.49 
744	1	Brakens Crispy Tacos	[Tomatillo-Yellow Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.99 
745	1	Chicken Bowl	[[Saute Chili Seafood Salsa (Medium), Tomatillo-Yellow Chili Salsa (Hot), Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream]]	$8.49 
745	1	Chips and Guacamole	NULL	$3.99 
746	1	Veggie Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
746	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$8.75 
746	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
746	1	Chicken Crispy Tacos	[Saute Chili Seafood Salsa, [Rice, Black Beans, Lettuce]]	$8.75 
747	2	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Green Beans, Cheese, Sour Cream]]	$17.50 
748	1	Barbacoa Burrito	[Tomatillo Yellow Chili Salsa, [Rice, Cheese, Lettuce]]	$9.25 
748	1	Chips and Tomatillo Green Chili Salsa	NULL	$2.95 
749	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese]]	$8.75 
749	1	6 Pack Soft Drink	[Coke]	$6.49 
750	2	Chips	NULL	$4.30 
750	1	Chicken Bowl	[Saute Chili Seafood Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 
751	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice]]	$8.75 
751	1	Chips	NULL	$2.15 
751	1	Bottled Water	NULL	$1.50 
752	1	Chicken Bowl	[Tomatillo-Yellow Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]	$8.49 
752	1	Chicken Bowl	[Saute Chili Seafood Salsa (Medium), [Rice, Cheese, Lettuce]]	$8.49 
752	1	Chips and Tomatillo-Yellow Chili Salsa	NULL	$2.39 
753	1	Steak Burrito	[Tomatillo Yellow Chili Salsa, Sour Cream]	$9.25 
753	1	Chips and Guacamole	NULL	$4.45 
754	1	6 Pack Soft Drink	[Diet Coke]	$6.49 
754	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Green Beans, Cheese, Sour Cream, Guacamole]]	$11.75 
754	1	Chips and Guacamole	NULL	$4.45 
755	1	Veggie Bowl	[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 
755	1	Side of Chips	NULL	$1.69 
756	1	Brakens Salad Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]	$9.39 
756	1	Barbacoa Crispy Tacos	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]	$9.25 
757	1	Steak Bowl	[Saute Chili Seafood Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$9.25 
757	1	Chips and Fresh Tomato Salsa	NULL	$2.95 
758	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 
758	1	Chips	NULL	$2.15 
758	1	Canned Soft Drink	[Sprite]	$1.25 
759	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Green Beans, Guacamole, Lettuce]]	$11.25 
759	1	Brakens Bowl	[Fresh Tomato Salsa, [Rice, Green Beans, Cheese, Lettuce]]	$9.25 
759	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Lettuce]]	$8.75 
759	1	Veggie Bowl	[Saute Chili Seafood Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 
759	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 
759	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables(Roasted Sweet Pepper, Cabbage), Rice, Guacamole, Lettuce]]	$11.25 
759	2	Canned Soft Drink	[Coke]	$2.50 
